,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice,saleyear
4802,2002,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,2.0,139000.0,black,tan,1500,2015
4803,2002,Honda,Insight,Base,Hatchback,automatic,ca,2.8,180401.0,gray,gray,1300,2014
4804,2003,Saab,3-Sep,Arc,Sedan,automatic,ca,1.9,77648.0,gray,gray,1300,2014
4805,2002,Chrysler,Town and Country,LXi,Minivan,automatic,ca,3.0,153893.0,red,beige,750,2014
4809,2002,Jaguar,X-Type,2.5,Sedan,automatic,ca,3.0,112796.0,black,gray,1000,2014
4811,2002,Mercedes-Benz,S-Class,S600,Sedan,automatic,ca,2.1,133196.0,black,gray,4700,2014
4812,2003,Toyota,Land Cruiser,Base,SUV,automatic,ca,3.6,99530.0,black,gray,18000,2014
4815,2002,Cadillac,DeVille,DHS,Sedan,automatic,ca,1.0,120551.0,silver,gray,800,2014
4816,2002,Jaguar,XJ-Series,XJ8,Sedan,automatic,ca,3.4,54825.0,silver,beige,4500,2014
4817,2002,Dodge,Durango,Sport,SUV,automatic,ca,1.9,181679.0,gray,gray,500,2014
4818,2002,Mazda,Protege5,Base,Wagon,automatic,ca,3.3,101784.0,red,black,2500,2014
4820,2002,Chevrolet,S-10,LS,Extended Cab,automatic,ca,2.0,149605.0,gold,beige,3800,2014
4824,2003,Toyota,4Runner,SR5,SUV,automatic,ca,1.9,154597.0,white,black,5300,2014
4828,2002,Chevrolet,Tahoe,LS,SUV,automatic,ca,2.1,140437.0,gray,gray,3300,2014
4831,2002,Mercedes-Benz,SLK-Class,SLK320,Convertible,automatic,ca,2.3,69167.0,silver,gray,7500,2014
4832,2003,Nissan,Altima,3.5 SE,Sedan,automatic,ca,2.5,190949.0,gold,black,2500,2014
4833,2002,Audi,S6,Avant quattro,Wagon,automatic,ca,3.1,152904.0,gray,black,5000,2014
4836,2002,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,3.1,88475.0,silver,black,5400,2014
4837,2003,Toyota,Sequoia,SR5,SUV,automatic,ca,3.1,84993.0,silver,gray,10900,2014
4839,2002,Honda,Accord,EX V-6,Sedan,automatic,ca,2.9,92119.0,white,tan,3400,2014
4841,2002,GMC,Yukon,Denali,SUV,automatic,ca,1.9,217425.0,black,beige,2300,2015
4842,2003,Volkswagen,Passat,GLX,Sedan,automatic,ca,2.8,105548.0,silver,black,3100,2015
4843,2002,Mazda,MPV,ES,Minivan,automatic,ca,2.0,131270.0,blue,gray,1400,2014
4844,2002,Mercedes-Benz,C-Class,C240,Sedan,manual,ca,2.8,139982.0,silver,black,2000,2014
4845,2002,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,ca,2.7,147572.0,gray,beige,4400,2014
4846,2002,Ford,Focus,SE,Sedan,automatic,ca,1.9,147919.0,black,gray,650,2014
4850,2003,Nissan,Frontier,XE,King Cab,manual,ca,1.0,265329.0,silver,gray,1500,2014
4851,2002,GMC,Sierra 1500,SL,Extended Cab,automatic,ca,1.9,244834.0,blue,gray,1650,2014
4852,2002,Ford,Mustang,GT Deluxe,Coupe,manual,ca,2.1,182473.0,black,black,2350,2014
4854,2002,Chrysler,PT Cruiser,Touring Edition,Wagon,automatic,ca,2.6,83845.0,red,gray,1700,2014
4855,2002,GMC,Yukon XL,1500 SLE,SUV,automatic,ca,2.0,146902.0,blue,beige,1900,2014
4856,2002,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,2.4,121791.0,gold,beige,3300,2014
4857,2002,Honda,Civic,LX,Sedan,automatic,ca,2.9,183605.0,gold,beige,2300,2014
4859,2002,Chevrolet,Monte Carlo,SS,Coupe,automatic,ca,2.9,110955.0,black,black,1900,2014
4860,2003,Oldsmobile,Alero,GL1,Sedan,automatic,ca,1.9,134170.0,blue,gray,500,2014
4861,2003,Nissan,Altima,2.5 SL,Sedan,automatic,ca,1.9,110894.0,silver,black,2100,2014
4862,2002,Cadillac,DeVille,Base,Sedan,automatic,ca,3.3,122971.0,white,gray,1000,2014
4863,2002,Dodge,Dakota,SLT,Club Cab,automatic,ca,1.9,165064.0,blue,gray,1300,2014
4864,2003,Suzuki,Grand Vitara,Base,SUV,automatic,ca,1.9,106728.0,green,gray,2200,2014
4868,2002,Lexus,RX 300,Base,SUV,automatic,ca,3.7,125176.0,gray,gray,6600,2014
4869,2003,Nissan,Altima,2.5 SL,Sedan,automatic,ca,2.8,174866.0,black,gray,1800,2014
4870,2002,BMW,5 Series,525i,Sedan,automatic,ca,2.4,62263.0,white,gray,8200,2014
4871,2002,GMC,Yukon,Denali,SUV,automatic,ca,3.6,248025.0,beige,gray,3700,2014
4874,2002,Saturn,L-Series,L300,Sedan,automatic,ca,1.0,150348.0,black,black,850,2014
4875,2001,Audi,S4,quattro,Sedan,automatic,ca,2.3,142299.0,silver,black,1800,2014
4877,2002,Nissan,Altima,3.5 SE,Sedan,automatic,ca,2.4,118491.0,gray,black,3900,2014
4878,2001,GMC,Yukon,SLE,SUV,automatic,ca,1.4,117488.0,red,beige,3800,2014
4881,2001,Lincoln,Town Car,Cartier,Sedan,automatic,ca,3.3,75245.0,white,gray,3600,2014
4883,2001,Honda,Accord,EX V-6,Sedan,automatic,ca,1.9,218179.0,black,gray,800,2014
4886,2002,Volvo,S60,2.4T,Sedan,automatic,ca,2.8,158723.0,silver,beige,1300,2014
4889,2002,Toyota,Corolla,LE,Sedan,automatic,ca,2.1,187800.0,blue,beige,1100,2014
4891,2002,Oldsmobile,Intrigue,GX,Sedan,automatic,ca,2.0,200991.0,silver,gray,400,2014
4892,2001,Honda,Odyssey,EX,Minivan,automatic,ca,1.9,140425.0,silver,gray,2500,2014
4894,2001,Ford,Expedition,XLT,SUV,automatic,ca,2.7,1.0,white,gray,400,2015
4895,2001,Lexus,GS 300,Base,Sedan,automatic,ca,1.9,215607.0,green,beige,1950,2014
4898,2002,Volvo,XC,Base,Wagon,automatic,ca,2.8,183885.0,black,black,1700,2014
4899,2001,Chrysler,Town and Country,EX,Minivan,automatic,ca,2.0,160381.0,gold,gray,400,2014
4900,2002,Toyota,Camry,LE,Sedan,automatic,ca,2.4,194275.0,silver,gray,2700,2015
4902,2001,Lincoln,LS,Base,Sedan,automatic,ca,2.3,122121.0,off-white,beige,1400,2014
4903,2001,Ford,F-150,XLT,SuperCab,automatic,ca,3.6,177914.0,silver,gray,2600,2014
4905,2001,Pontiac,Grand Prix,GT,Sedan,automatic,ca,2.0,118198.0,red,gray,700,2015
4906,2002,Toyota,Avalon,XLS,Sedan,automatic,ca,3.1,118164.0,silver,gray,4250,2014
4908,2001,Ford,Taurus,SES,Sedan,automatic,ca,2.0,128082.0,white,gray,300,2014
4910,2001,Saturn,L-Series,L300,Sedan,automatic,ca,3.0,97308.0,blue,gray,1000,2014
4911,2002,Volkswagen,New Beetle,GLS,Hatchback,manual,ca,3.5,118344.0,silver,black,1800,2014
4913,2002,Saturn,S-Series,SL2,Sedan,automatic,ca,1.0,145658.0,burgundy,beige,300,2014
4914,2001,Ford,Taurus,SE,Wagon,automatic,ca,1.0,208589.0,burgundy,gray,300,2014
4920,2001,Toyota,Avalon,XL,Sedan,automatic,ca,3.3,138904.0,blue,beige,3500,2014
4921,2001,Land Rover,Range Rover,4.6 HSE,SUV,automatic,ca,3.4,121719.0,green,tan,2600,2014
4925,2001,Mercedes-Benz,S-Class,S600,Sedan,automatic,ca,4.3,40304.0,white,gray,8000,2014
4928,2001,Mercedes-Benz,S-Class,S55 AMG,Sedan,automatic,ca,2.9,134777.0,silver,gray,5800,2014
4929,2001,Toyota,4Runner,SR5,SUV,automatic,ca,3.3,77169.0,gray,gray,9700,2014
4931,2001,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,ca,2.4,114543.0,green,beige,5500,2014
4933,2001,Jaguar,XJ-Series,XJ8,Sedan,automatic,ca,2.5,117691.0,white,beige,1000,2014
4935,2002,Toyota,Camry,SE V6,Sedan,automatic,ca,1.9,210125.0,silver,black,1500,2014
4936,2001,Chevrolet,Malibu,LS,Sedan,automatic,ca,2.0,129016.0,blue,gray,1500,2014
4937,2001,Chevrolet,Impala,Base,Sedan,automatic,ca,2.1,159312.0,silver,gray,1050,2014
4939,2001,Ford,Mustang,Deluxe,Convertible,manual,ca,1.9,166883.0,black,gray,1000,2014
4941,2001,Ford,F-250 Super Duty,XL,Regular Cab,automatic,ca,1.0,311164.0,white,gray,700,2014
4942,2001,GMC,Yukon XL,1500 SLE,SUV,automatic,ca,1.9,181081.0,black,—,1000,2015
4943,2002,Volkswagen,Jetta,GLX VR6,Sedan,manual,ca,2.0,140734.0,white,beige,700,2014
4944,2001,Land Rover,Discovery Series II,SD,SUV,automatic,ca,2.7,129096.0,silver,tan,1300,2014
4945,2001,Honda,Odyssey,EX,Minivan,automatic,ca,1.9,166223.0,silver,gray,1900,2014
4946,2001,Toyota,Corolla,CE,Sedan,automatic,ca,2.7,152512.0,black,gray,1500,2014
4947,2001,Mercedes-Benz,M-Class,ML430,SUV,automatic,ca,1.9,124842.0,white,tan,2000,2014
4949,2001,BMW,3 Series,325i,Sedan,automatic,ca,2.4,230576.0,silver,black,1700,2014
4950,2001,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,1.9,179920.0,blue,gray,1250,2014
4952,2001,Chrysler,Sebring,LX,Convertible,automatic,ca,1.0,223707.0,blue,gray,300,2014
4953,2001,Chevrolet,Silverado 1500HD,LS,Crew Cab,automatic,ca,2.8,355898.0,gray,black,2600,2015
4954,2001,Ford,Escape,XLT,SUV,automatic,ca,3.0,147066.0,white,gray,1400,2014
4956,2001,Nissan,Pathfinder,LE,SUV,automatic,ca,2.0,213590.0,gray,black,550,2014
4957,2001,Cadillac,DeVille,DHS,Sedan,automatic,ca,3.8,79927.0,gold,beige,2200,2014
4958,2002,Toyota,Tacoma,PreRunner,Xtracab,automatic,ca,3.6,167442.0,silver,gray,7600,2014
4959,2001,Chevrolet,Camaro,Base,Hatchback,automatic,ca,1.9,113591.0,gray,gray,2250,2014
4961,2002,Toyota,Tacoma,Base,Regular Cab,manual,ca,1.9,293706.0,white,gray,2500,2015
4962,2002,Subaru,Outback,Base,Wagon,manual,ca,3.0,154972.0,green,beige,500,2014
4964,2001,Ford,Excursion,Limited,SUV,automatic,ca,3.9,156105.0,red,beige,2950,2014
4965,2001,BMW,3 Series,330Ci,Coupe,automatic,ca,1.9,212422.0,silver,gray,1950,2014
4966,2002,Toyota,Camry,LE,Sedan,automatic,ca,2.4,171040.0,red,purple,2800,2014
4967,2001,Chevrolet,Impala,Base,Sedan,automatic,ca,1.9,73720.0,white,blue,400,2014
4970,2001,Nissan,Sentra,GXE,Sedan,automatic,ca,1.9,121679.0,red,silver,1200,2014
4971,2001,GMC,Sierra 1500,SLE,Extended Cab,automatic,ca,1.9,166149.0,red,black,1700,2014
4972,2001,Nissan,Pathfinder,LE,SUV,automatic,ca,2.7,174696.0,gray,black,2500,2014
4973,2001,Infiniti,QX4,Base,SUV,automatic,ca,2.0,197866.0,white,tan,500,2015
4974,2002,Subaru,Outback,Limited,Wagon,automatic,ca,2.5,324030.0,green,beige,1000,2014
4978,2001,Lincoln,Continental,Base,Sedan,automatic,ca,4.0,114133.0,gold,tan,1500,2014
4980,2002,Nissan,Frontier,XE,King Cab,automatic,ca,2.3,177340.0,silver,gray,3000,2014
4981,2001,Cadillac,Seville,SLS,Sedan,automatic,ca,1.9,179303.0,beige,gray,550,2014
4982,2001,Chevrolet,Tahoe,Base,SUV,automatic,ca,1.9,205760.0,gray,gray,1800,2014
4984,2001,Mercedes-Benz,M-Class,ML320,SUV,automatic,ca,2.0,184421.0,white,beige,1400,2014
4985,2001,BMW,3 Series,330Ci,Coupe,manual,ca,1.9,193837.0,blue,beige,1800,2014
4986,2001,Chevrolet,Tahoe,Base,SUV,automatic,ca,2.0,241962.0,white,beige,800,2014
4987,2002,Volkswagen,Passat,GLS 1.8T,Sedan,automatic,ca,1.9,134982.0,gray,black,1400,2014
4989,2001,BMW,7 Series,740i,Sedan,automatic,ca,3.3,118235.0,black,black,3200,2014
4991,2001,Buick,Park Avenue,Base,Sedan,automatic,ca,2.0,112488.0,black,gray,700,2014
4993,2002,Toyota,Highlander,Base,SUV,automatic,ca,1.9,161006.0,red,beige,5800,2014
4994,2001,Jaguar,S-Type,4,Sedan,automatic,ca,3.3,159469.0,blue,beige,1400,2014
4997,2001,Honda,Civic,LX,Sedan,automatic,ca,2.3,96555.0,green,beige,2600,2014
4998,2001,BMW,7 Series,740iL,Sedan,automatic,ca,1.0,1.0,black,beige,2500,2015
5001,2001,Mercedes-Benz,M-Class,ML430,SUV,automatic,ca,2.3,196874.0,blue,gray,1600,2014
5005,2001,Chevrolet,Tahoe,Base,SUV,automatic,ca,3.0,187221.0,black,gray,2500,2014
5008,2000,BMW,3 Series,323Ci,Convertible,manual,ca,2.0,116389.0,blue,gray,2200,2014
5010,2000,Mazda,Millenia,S,Sedan,automatic,ca,2.7,155695.0,silver,black,400,2014
5011,1999,Honda,Civic,VP,Sedan,automatic,ca,1.0,164960.0,silver,gray,500,2014
5014,1999,Lexus,RX 300,Base,SUV,automatic,ca,2.3,117026.0,black,beige,3700,2015
5017,2000,Toyota,4Runner,SR5,SUV,automatic,ca,1.9,242711.0,white,brown,2400,2014
5021,2000,Buick,LeSabre,Limited,Sedan,automatic,ca,1.9,95974.0,silver,gray,2200,2014
5025,2000,Buick,LeSabre,Custom,Sedan,automatic,ca,1.9,215513.0,blue,blue,600,2015
5026,2000,Lexus,RX 300,Base,SUV,automatic,ca,4.4,137910.0,white,beige,5700,2014
5027,2000,Volvo,V70,XC,Wagon,automatic,ca,2.0,1.0,blue,—,500,2014
5028,2000,Lexus,RX 300,Base,SUV,automatic,ca,2.7,168400.0,silver,black,3650,2014
5031,2000,Scion,tC,Base,Hatchback,automatic,ca,3.2,135329.0,black,black,4500,2014
5034,2000,Ford,Econoline Cargo,E-150,Van,automatic,ca,1.9,122082.0,white,gray,2900,2014
5035,2000,Ford,Mustang,Base,Coupe,manual,ca,2.4,147629.0,red,black,700,2014
5036,2000,Volkswagen,New Beetle,GLX 1.8T,Hatchback,automatic,ca,1.9,120955.0,black,gray,1500,2014
5038,2000,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,3.2,102454.0,silver,gray,4600,2014
5041,2000,Ford,Mustang,GT,Coupe,automatic,ca,2.0,134427.0,black,black,1200,2014
5042,2000,Jaguar,XJ-Series,Vanden Plas,Sedan,automatic,ca,2.8,84486.0,green,beige,1800,2014
5043,1999,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,1.0,229985.0,gold,beige,300,2015
5046,2001,Volvo,S60,2.4,Sedan,automatic,ca,2.5,162912.0,white,gray,950,2014
5047,2000,Ford,Mustang,GT,Convertible,automatic,ca,2.1,124901.0,burgundy,beige,2200,2014
5048,2000,Ford,Expedition,XLT,SUV,automatic,ca,2.0,220808.0,black,gray,700,2014
5049,2000,Nissan,Maxima,GXE,Sedan,automatic,ca,1.9,134118.0,green,beige,1700,2014
5050,2000,Jaguar,S-Type,3,Sedan,automatic,ca,1.9,77785.0,blue,beige,1350,2014
5055,1999,BMW,Z3,2.3,Convertible,automatic,ca,2.6,57572.0,green,tan,4900,2014
5058,2001,Volkswagen,Golf,GLS,Hatchback,automatic,ca,2.0,93095.0,silver,black,2500,2014
5062,2000,Nissan,Maxima,GLE,Sedan,automatic,ca,2.7,223502.0,white,tan,800,2014
5063,2000,Pontiac,Grand Prix,GT,Sedan,automatic,ca,2.5,159641.0,red,black,900,2014
5065,2000,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,2.0,165884.0,gold,—,1700,2014
5072,2000,Saturn,S-Series,SL2,Sedan,automatic,ca,2.0,145695.0,gold,gray,425,2014
5076,2001,Volkswagen,New Beetle,GL,Hatchback,automatic,ca,2.0,49310.0,yellow,black,600,2014
5082,2000,Toyota,Camry Solara,SE,Coupe,automatic,ca,1.9,237523.0,white,beige,1100,2014
5085,1999,BMW,3 Series,328i,Sedan,automatic,ca,2.0,161177.0,black,black,400,2014
5087,1999,Chrysler,LHS,Base,Sedan,automatic,ca,4.3,99016.0,brown,beige,3200,2014
5091,2000,Ford,F-150,XLT,Extended Cab,automatic,ca,2.2,137905.0,white,gray,1900,2014
5092,2000,Volkswagen,New Beetle,GLX 1.8T,Hatchback,manual,ca,1.9,130675.0,green,black,1250,2014
5095,2000,Buick,Regal,LS,Sedan,automatic,ca,1.0,1.0,white,gray,250,2014
5098,2000,Ford,Expedition,Eddie Bauer,SUV,automatic,ca,3.8,76091.0,blue,beige,2800,2014
5099,1999,Buick,Park Avenue,Ultra,Sedan,automatic,ca,1.0,142243.0,silver,—,250,2014
5101,2000,Mercedes-Benz,M-Class,ML430,SUV,automatic,ca,2.9,194972.0,blue,gray,2100,2014
5102,2000,Acura,TL,3.2,Sedan,automatic,ca,1.9,174071.0,gray,gray,1600,2014
5103,1999,Audi,A4,1.8T,Sedan,manual,ca,2.8,203020.0,black,black,1600,2014
5105,1999,Infiniti,QX4,Base,SUV,automatic,ca,2.8,1.0,silver,beige,350,2014
5109,2000,Infiniti,G20,Base,Sedan,automatic,ca,3.0,236263.0,white,tan,600,2014
5113,2000,Buick,Regal,LS,Sedan,automatic,ca,2.0,1.0,red,gray,200,2014
5114,2000,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,1.9,184420.0,purple,black,1550,2014
5115,2000,Honda,Civic,VP,Sedan,automatic,ca,1.9,175855.0,green,brown,1300,2014
5117,1999,BMW,3 Series,323i,Sedan,automatic,ca,2.0,294728.0,green,beige,300,2014
5118,1999,BMW,3 Series,323i,Sedan,automatic,ca,2.0,185467.0,blue,gray,300,2015
5121,1999,Chevrolet,Suburban,1500 LS,SUV,automatic,ca,2.8,93338.0,gold,beige,1900,2014
5122,2000,BMW,M,Base,Convertible,manual,ca,3.8,72535.0,blue,black,10750,2014
5123,2000,Ford,Taurus,SE,Wagon,automatic,ca,3.1,51660.0,white,beige,2400,2014
5124,2000,Lincoln,Navigator,Base,SUV,automatic,ca,2.0,153692.0,silver,gray,300,2014
5125,2000,Nissan,Maxima,SE,Sedan,manual,ca,2.0,226327.0,black,black,300,2014
5126,1999,Cadillac,Eldorado,Touring,Coupe,automatic,ca,3.2,82173.0,gray,beige,900,2014
5127,1999,Honda,Civic,VP,Sedan,automatic,ca,2.0,151659.0,green,tan,1000,2015
5128,2000,Toyota,RAV4,Base,SUV,automatic,ca,2.0,194978.0,silver,black,1700,2014
5134,2000,Toyota,Tundra,SR5,Extended Cab,automatic,ca,1.9,175460.0,white,beige,3500,2014
5136,2000,Honda,Accord,EX V6,Sedan,automatic,ca,2.0,28884.0,green,beige,1700,2014
5138,2000,Honda,Civic,VP,Sedan,automatic,ca,1.9,161361.0,black,gray,700,2014
5140,2000,Ford,Expedition,XLT,SUV,automatic,ca,1.9,140890.0,white,beige,1000,2015
5141,2000,Ford,Taurus,SES,Sedan,automatic,ca,2.9,148740.0,gold,beige,800,2014
5142,2001,Toyota,Sequoia,Limited,SUV,automatic,ca,1.9,237449.0,gray,silver,2200,2014
5143,1999,Dodge,Intrepid,ES,Sedan,automatic,ca,2.0,195725.0,gold,black,300,2014
5144,2000,Ford,Contour,SE Sport,Sedan,automatic,ca,3.0,69567.0,blue,silver,1650,2014
5145,1999,Audi,A4,1.8T quattro,Sedan,automatic,ca,2.5,181685.0,silver,black,800,2014
5146,1998,Volvo,S90,Base,Sedan,automatic,ca,2.0,204947.0,gray,black,200,2014
5148,1996,Toyota,4Runner,SR5,SUV,automatic,ca,2.0,227353.0,silver,tan,1300,2014
5150,1995,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,2.0,241685.0,black,black,400,2014
5152,1997,Subaru,Legacy,Outback Limited,Wagon,automatic,ca,2.0,193138.0,blue,gray,400,2014
5158,1997,Mercedes-Benz,E-Class,E320,Sedan,automatic,ca,3.5,103257.0,silver,gray,2500,2014
5160,1998,Lexus,GS 300,Base,Sedan,automatic,ca,1.9,217658.0,black,beige,1650,2014
5161,1995,Buick,Regal,Custom,Sedan,automatic,ca,2.0,111199.0,white,tan,325,2014
5162,1997,Infiniti,QX4,Base,SUV,automatic,ca,1.9,203286.0,gold,beige,850,2014
5163,1996,Infiniti,I30,Base,Sedan,automatic,ca,3.0,201745.0,white,beige,850,2014
5165,1998,Lexus,ES 300,Base,Sedan,automatic,ca,2.0,183428.0,gray,—,950,2014
5166,1997,Honda,Accord,EX V6,Sedan,automatic,ca,1.9,214580.0,green,beige,400,2014
5167,1995,Ford,Mustang,GT,Coupe,manual,ca,2.0,177751.0,blue,beige,500,2015
5168,1999,Pontiac,Grand Am,SE,Sedan,automatic,ca,1.9,187390.0,red,gray,950,2015
5169,1999,Pontiac,Sunfire,SE,Coupe,automatic,ca,2.1,125618.0,black,gray,650,2014
5171,1999,Volvo,V70,GLT,Wagon,automatic,ca,2.0,1.0,gray,beige,300,2014
5172,1998,Chrysler,Sebring,JXi,Convertible,automatic,ca,2.2,75328.0,gold,beige,550,2014
5174,1998,Lexus,GS 300,Base,Sedan,automatic,ca,1.9,197759.0,green,beige,1900,2014
5175,1995,Honda,Accord,LX,Coupe,automatic,ca,1.0,168899.0,gold,beige,400,2014
5177,1996,Saturn,S-Series,SL2,Sedan,manual,ca,2.0,185252.0,gold,beige,200,2015
5178,1997,Toyota,4Runner,SR5,SUV,automatic,ca,2.8,211287.0,white,brown,1600,2014
5180,1999,Volvo,S80,T6,Sedan,automatic,ca,1.0,141355.0,blue,gray,200,2015
5182,1997,Nissan,Sentra,GXE,Sedan,automatic,ca,1.9,327237.0,silver,beige,600,2014
5183,1999,Toyota,4Runner,Limited,SUV,automatic,ca,2.1,228723.0,silver,gray,1400,2014
5189,1998,Nissan,Frontier,XE,Extended Cab,manual,ca,4.2,144215.0,green,brown,3100,2014
5190,1997,BMW,5 Series,540i,Sedan,automatic,ca,2.0,210158.0,silver,gray,250,2014
5192,1998,Volkswagen,Jetta,GL,Sedan,automatic,ca,2.0,111026.0,black,gray,200,2015
5193,1996,Cadillac,Seville,SLS,Sedan,automatic,ca,2.0,145475.0,red,beige,400,2015
5195,1995,Ford,Escort,LX,Wagon,automatic,ca,3.0,120649.0,gold,brown,300,2014
5196,1998,Volvo,V70,Base,Wagon,automatic,ca,1.9,165970.0,silver,gray,500,2015
5200,1996,Ford,Explorer,XLT,SUV,automatic,ca,1.0,175910.0,white,gray,300,2014
5201,1997,Chevrolet,Tahoe,LT,SUV,automatic,ca,3.0,162982.0,white,gray,1150,2014
5202,1999,Nissan,Sentra,GXE,Sedan,automatic,ca,2.4,163472.0,gray,black,1200,2014
5203,1999,Toyota,Camry,LE V6,Sedan,automatic,ca,1.9,180242.0,gray,beige,1200,2015
5204,1996,Ford,Escort,LX,Wagon,automatic,ca,3.0,129542.0,white,gray,550,2014
5206,1999,Toyota,Corolla,CE,Sedan,manual,ca,3.0,347455.0,gold,gray,950,2015
5207,1998,Ford,Explorer,Sport,SUV,automatic,ca,1.9,105662.0,black,gray,1100,2014
5209,1999,Volkswagen,New Beetle,GLS,Hatchback,automatic,ca,2.0,123253.0,white,gray,1400,2014
5210,1997,Chevrolet,Suburban,1500,SUV,automatic,ca,1.0,244874.0,green,beige,500,2014
5213,1998,BMW,7 Series,740i,Sedan,automatic,ca,1.0,288484.0,silver,gray,800,2015
5216,1997,Nissan,Maxima,SE,Sedan,automatic,ca,2.0,180109.0,black,black,300,2015
5221,1997,Volkswagen,Jetta,GL,Sedan,manual,ca,3.4,102016.0,black,gray,1200,2014
5223,1999,Mercedes-Benz,CLK-Class,CLK320,Convertible,automatic,ca,4.4,94798.0,blue,black,4900,2014
5224,1997,Chevrolet,Cavalier,LS,Sedan,automatic,ca,1.0,106235.0,green,blue,400,2014
5225,1995,Honda,Civic,DX,Coupe,automatic,ca,2.0,192914.0,green,gray,350,2014
5226,1996,Ford,Taurus,GL,Sedan,automatic,ca,1.0,97714.0,white,gray,250,2014
5230,1999,Volkswagen,New Beetle,GLS,Hatchback,automatic,ca,2.0,122545.0,red,black,400,2014
5231,1995,Chevrolet,Impala,SS,Sedan,automatic,ca,3.0,117102.0,black,gray,6500,2014
5233,1996,Chrysler,Sebring,JXi,Convertible,automatic,ca,3.0,1.0,red,beige,200,2014
5235,1998,Lexus,ES 300,Base,Sedan,automatic,ca,2.5,221217.0,black,black,800,2014
5236,1997,Ford,Ranger,XLT,Extended Cab,manual,ca,2.7,194961.0,white,gray,1000,2014
5238,1998,Toyota,Camry,LE,Sedan,automatic,ca,1.9,171948.0,gray,gray,1200,2014
5240,1997,Pontiac,Grand Prix,GT,Sedan,automatic,ca,2.0,187538.0,green,gray,400,2014
5241,1998,Honda,Civic,EX,Coupe,manual,ca,2.0,254224.0,silver,gray,800,2014
5242,1999,Saturn,S-Series,SC1,Coupe,automatic,ca,2.0,127875.0,purple,beige,300,2014
5243,1998,BMW,3 Series,328i,Convertible,manual,ca,1.9,133956.0,blue,silver,2000,2015
5244,1998,Honda,CR-V,EX,SUV,automatic,ca,2.3,182041.0,green,gray,1600,2014
5245,1999,Toyota,Avalon,XL,Sedan,automatic,ca,1.9,205754.0,white,beige,900,2015
5246,1995,BMW,5 Series,530i,Sedan,automatic,ca,3.0,121853.0,green,brown,1600,2014
5247,1996,BMW,3 Series,328is,Coupe,manual,ca,1.0,221625.0,white,beige,150,2015
5248,1998,Volvo,S90,Base,Sedan,automatic,ca,2.0,199332.0,blue,gray,400,2014
5249,1998,Toyota,Avalon,XLS,Sedan,automatic,ca,2.0,1.0,—,tan,400,2015
5253,1995,Pontiac,Grand Prix,SE,Sedan,automatic,ca,1.0,190770.0,white,gray,250,2014
5255,1995,Saturn,S-Series,SL1,Sedan,manual,ca,1.0,136105.0,green,gray,200,2014
5259,1998,Toyota,Avalon,XL,Sedan,automatic,ca,2.0,196256.0,green,gray,750,2014
5261,1997,Honda,Accord,LX,Sedan,automatic,ca,2.4,170292.0,white,brown,800,2014
5263,1997,Toyota,4Runner,SR5,SUV,automatic,ca,2.3,169599.0,gray,brown,1200,2014
5265,1997,Ford,Mustang SVT Cobra,Base,Convertible,manual,ca,3.3,102865.0,red,black,900,2015
5268,1994,Lexus,ES 300,Base,Sedan,automatic,ca,2.0,230417.0,white,beige,400,2014
5272,1993,Saturn,S-Series,SL2,Sedan,manual,ca,1.0,287704.0,blue,gray,400,2015
5273,1992,Cadillac,DeVille,Base,Sedan,automatic,ca,3.0,114502.0,white,blue,400,2014
5275,1992,Toyota,Corolla,Base,Sedan,automatic,ca,2.0,124294.0,blue,blue,300,2014
5276,1994,Mercedes-Benz,SL-Class,SL500,Convertible,automatic,ca,2.0,119802.0,gray,beige,2300,2014
5277,1994,Mercury,Grand Marquis,LS,Sedan,automatic,ca,2.0,156428.0,beige,beige,250,2014
5279,1993,Lexus,ES 300,Base,Sedan,automatic,ca,2.0,169391.0,beige,gray,500,2015
5281,1992,Cadillac,DeVille,Base,Sedan,automatic,ca,1.0,155093.0,blue,blue,600,2015
5282,1994,Ford,Mustang,Base,Coupe,manual,ca,2.0,227968.0,red,beige,400,2014
5286,1992,Toyota,Corolla,LE,Sedan,automatic,ca,2.0,149118.0,gray,gray,300,2014
5289,1991,Lexus,LS 400,Base,Sedan,automatic,ca,2.0,171533.0,silver,silver,1400,2014
5290,1995,Saturn,S-Series,SL1,Sedan,automatic,ca,2.0,202100.0,white,beige,400,2014
5294,1992,Honda,Accord,LX,Sedan,automatic,ca,2.0,216503.0,black,gray,500,2014
5296,1992,Oldsmobile,Cutlass Ciera,S,Sedan,automatic,ca,2.0,268325.0,white,blue,200,2015
